x	y
3.77971474	77.8273465
3.80348653	78.1355736
3.82725832	78.5979143
3.85103011	78.9061414
3.8748019	79.2143685
3.89857369	79.5225957
3.92234548	80.2931634
3.94611727	80.6013906
3.96988906	80.9096177
3.99366086	81.2178448
4.01743265	81.3719583
4.04120444	81.5260719
4.06497623	81.6801855
4.08874802	81.9884126
4.11251981	82.2966397
4.1362916	82.6048668
4.16006339	83.221321
4.18383518	83.6836617
4.20760697	83.9918888
4.23137876	84.3001159
4.25515055	84.4542295
4.27892235	84.7624566
4.30269414	84.9165702
4.32646593	84.9165702
4.35023772	84.9165702
4.37400951	84.9165702
4.3977813	84.4542295
4.42155309	83.9918888
4.44532488	83.3754346
4.46909667	82.6048668
4.49286846	82.2966397
4.51664025	81.834299
4.54041204	81.5260719
4.56418383	81.0637312
4.58795563	79.2143685
4.61172742	78.7520279
4.63549921	78.2896872
4.659271	77.8273465
4.68304279	77.5191194
4.70681458	77.3650058
4.73058637	77.0567787
4.75435816	76.9026652
4.77812995	76.5944381
4.80190174	76.1320974
4.82567353	75.8238703
4.84944532	75.5156432
4.87321712	75.3615296
4.89698891	75.0533025
4.9207607	74.7450754
4.94453249	73.820394
4.96830428	73.0498262
4.99207607	72.7415991
5.01584786	72.2792585
5.03961965	71.8169178
5.06339144	71.3545771
5.08716323	70.8922364
5.11093502	70.5840093
5.13470681	70.4298958
5.1584786	70.2757822
5.1822504	70.1216686
5.20602219	69.9675551
5.22979398	69.8134415
5.25356577	69.659328
5.27733756	69.5052144
5.30110935	69.1969873
5.32488114	69.0428737
5.34865293	68.8887602
5.37242472	68.7346466
5.39619651	68.7346466
5.4199683	68.5805331
5.44374009	68.4264195
5.46751189	68.272306
5.49128368	68.1181924
5.51505547	67.8099653
5.53882726	67.6558517
5.56259905	67.5017382
5.58637084	67.3476246
5.61014263	67.3476246
5.63391442	67.1935111
5.65768621	67.0393975
5.681458	67.0393975
5.70522979	66.8852839
5.72900158	66.8852839
5.75277338	66.8852839
5.77654517	66.8852839
5.80031696	67.0393975
5.82408875	67.0393975
5.84786054	67.1935111
5.87163233	67.1935111
5.89540412	67.3476246
5.91917591	67.3476246
5.9429477	67.3476246
5.96671949	67.5017382
5.99049128	67.5017382
6.01426307	67.5017382
6.03803486	67.5017382
6.06180666	67.6558517
6.08557845	67.6558517
6.10935024	67.6558517
6.13312203	67.6558517
6.15689382	67.6558517
6.18066561	67.6558517
6.2044374	67.8099653
6.22820919	67.9640788
6.25198098	68.1181924
6.27575277	68.1181924
6.29952456	68.272306
6.32329635	68.4264195
6.34706815	68.4264195
6.37083994	68.5805331
6.39461173	68.7346466
6.41838352	68.8887602
6.44215531	69.0428737
6.4659271	69.0428737
6.48969889	69.3511009
6.51347068	69.5052144
6.53724247	69.659328
6.56101426	69.8134415
6.58478605	69.9675551
6.60855784	69.9675551
6.63232963	70.2757822
6.65610143	70.4298958
6.67987322	70.7381229
6.70364501	70.8922364
6.7274168	71.3545771
6.75118859	71.8169178
6.77496038	72.2792585
6.79873217	72.5874856
6.82250396	72.7415991
6.84627575	72.8957127
6.87004754	73.2039398
6.89381933	73.3580534
6.91759112	73.6662805
6.94136292	73.820394
6.96513471	74.2827347
6.9889065	74.7450754
7.01267829	75.0533025
7.03645008	75.207416
7.06022187	75.3615296
7.08399366	75.8238703
7.10776545	76.2862109
7.13153724	76.5944381
7.15530903	76.7485516
7.17908082	76.9026652
7.20285261	77.2108923
7.22662441	77.9814601
7.2503962	78.7520279
7.27416799	79.2143685
7.29793978	79.3684821
7.32171157	79.6767092
7.34548336	79.8308228
7.36925515	80.1390499
7.39302694	80.2931634
7.41679873	80.6013906
7.44057052	80.9096177
7.46434231	81.5260719
7.4881141	82.1425261
7.51188589	82.2966397
7.53565769	82.6048668
7.55942948	82.7589804
7.58320127	83.0672075
7.60697306	83.6836617
7.63074485	84.4542295
7.65451664	84.9165702
7.67828843	85.2247973
7.70206022	85.3789108
7.72583201	85.8412515
7.7496038	86.1494786
7.77337559	86.6118193
7.79714738	87.07416
7.82091918	87.3823871
7.84469097	87.8447278
7.86846276	88.3070684
7.89223455	88.7694091
7.91600634	89.0776362
7.93977813	89.5399769
7.96354992	90.0023176
7.98732171	90.3105447
8.0110935	90.7728853
8.03486529	91.0811125
8.05863708	91.5434531
8.08240887	91.8516802
8.10618066	92.3140209
8.12995246	92.622248
8.15372425	92.9304752
8.17749604	93.2387023
8.20126783	93.3928158
8.22503962	93.7010429
8.24881141	93.8551565
8.2725832	94.1633836
8.29635499	94.4716107
8.32012678	94.6257243
8.34389857	94.7798378
8.36767036	95.088065
8.39144215	95.2421785
8.41521395	95.3962921
8.43898574	95.5504056
8.46275753	95.7045192
8.48652932	95.8586327
8.51030111	96.0127463
8.5340729	96.1668599
8.55784469	96.3209734
8.58161648	96.475087
8.60538827	96.6292005
8.62916006	96.7833141
8.65293185	96.7833141
8.67670364	96.9374276
8.70047544	97.0915412
8.72424723	97.0915412
8.74801902	97.2456548
8.77179081	97.2456548
8.7955626	97.3997683
8.81933439	97.3997683
8.84310618	97.3997683
8.86687797	97.5538819
8.89064976	97.5538819
8.91442155	97.5538819
8.93819334	97.7079954
8.96196513	97.7079954
8.98573692	97.7079954
9.00950872	97.7079954
9.03328051	97.7079954
9.0570523	97.862109
9.08082409	97.862109
9.10459588	97.862109
9.12836767	97.862109
9.15213946	97.862109
9.17591125	97.7079954
9.19968304	97.7079954
9.22345483	97.7079954
9.24722662	97.5538819
9.27099841	97.5538819
9.29477021	97.3997683
9.318542	97.2456548
9.34231379	97.0915412
9.36608558	97.0915412
9.38985737	96.9374276
9.41362916	96.7833141
9.43740095	96.7833141
9.46117274	96.6292005
9.48494453	96.475087
9.50871632	96.475087
9.53248811	96.3209734
9.5562599	96.1668599
9.58003169	96.0127463
9.60380349	95.8586327
9.62757528	95.5504056
9.65134707	95.3962921
9.67511886	95.088065
9.69889065	94.7798378
9.72266244	94.6257243
9.74643423	94.4716107
9.77020602	94.1633836
9.79397781	93.8551565
9.8177496	93.5469294
9.84152139	93.2387023
9.86529318	93.0845887
9.88906498	92.7763616
9.91283677	92.4681345
9.93660856	92.1599074
9.96038035	92.0057938
9.98415214	91.6975667
10.0079239	91.3893396
10.0316957	91.0811125
10.0554675	90.7728853
10.0792393	90.4646582
10.1030111	90.3105447
10.1267829	90.0023176
10.1505547	89.6940904
10.1743265	89.5399769
10.1980983	89.2317498
10.22187	88.9235227
10.2456418	88.6152955
10.2694136	87.9988413
10.2931854	87.3823871
10.3169572	87.2282735
10.340729	86.9200464
10.3645008	86.6118193
10.3882726	86.4577057
10.4120444	86.3035922
10.4358162	85.9953651
10.459588	85.8412515
10.4833597	85.5330244
10.5071315	85.3789108
10.5309033	85.0706837
10.5546751	84.9165702
10.5784469	84.7624566
10.6022187	84.4542295
10.6259905	84.3001159
10.6497623	83.9918888
10.6735341	83.5295481
10.6973059	83.0672075
10.7210777	83.0672075
10.7448494	82.9130939
10.7686212	82.7589804
10.792393	82.7589804
10.8161648	82.7589804
10.8399366	82.7589804
10.8637084	82.7589804
10.8874802	82.7589804
10.911252	82.6048668
10.9350238	82.6048668
10.9587956	82.6048668
10.9825674	82.6048668
11.0063391	82.7589804
11.0301109	82.7589804
11.0538827	82.7589804
11.0776545	82.7589804
11.1014263	82.9130939
11.1251981	82.9130939
11.1489699	82.9130939
11.1727417	82.9130939
11.1965135	82.9130939
11.2202853	82.9130939
11.2440571	82.9130939
11.2678288	82.9130939
11.2916006	82.7589804
11.3153724	82.7589804
11.3391442	82.6048668
11.362916	82.4507532
11.3866878	82.4507532
11.4104596	82.2966397
11.4342314	82.2966397
11.4580032	82.2966397
11.481775	82.2966397
11.5055468	82.2966397
11.5293185	82.2966397
11.5530903	82.2966397
11.5768621	82.2966397
11.6006339	82.2966397
11.6244057	82.4507532
11.6481775	82.6048668
11.6719493	82.7589804
11.6957211	82.9130939
11.7194929	83.0672075
11.7432647	83.221321
11.7670364	83.3754346
11.7908082	83.5295481
11.81458	83.6836617
11.8383518	83.8377753
11.8621236	83.9918888
11.8858954	84.1460024
11.9096672	84.3001159
11.933439	84.4542295
11.9572108	84.608343
11.9809826	85.0706837
12.0047544	85.3789108
12.0285261	85.5330244
12.0522979	85.8412515
12.0760697	85.9953651
12.0998415	86.1494786
12.1236133	86.3035922
12.1473851	86.3035922
12.1711569	86.6118193
12.1949287	86.6118193
12.2187005	86.9200464
12.2424723	87.2282735
12.2662441	87.5365006
12.2900158	87.9988413
12.3137876	88.461182
12.3375594	88.6152955
12.3613312	88.9235227
12.385103	89.0776362
12.4088748	89.2317498
12.4326466	89.3858633
12.4564184	89.6940904
12.4801902	90.0023176
12.503962	90.4646582
12.5277338	90.9269989
12.5515055	91.235226
12.5752773	91.5434531
12.5990491	91.6975667
12.6228209	91.8516802
12.6465927	92.3140209
12.6703645	92.7763616
12.6941363	93.2387023
12.7179081	93.7010429
12.7416799	94.0092701
12.7654517	94.3174972
12.7892235	94.4716107
12.8129952	94.7798378
12.836767	95.088065
12.8605388	95.3962921
12.8843106	95.5504056
12.9080824	95.8586327
12.9318542	96.3209734
12.955626	97.3997683
12.9793978	98.1703361
13.0031696	98.4785632
13.0269414	98.7867903
13.0507132	99.0950175
13.0744849	99.4032446
13.0982567	99.5573581
13.1220285	99.8655852
13.1458003	100.327926
13.1695721	101.098494
13.1933439	101.714948
13.2171157	102.177289
13.2408875	102.485516
13.2646593	102.793743
13.2884311	103.410197
13.3122029	104.026651
13.3359746	104.488992
13.3597464	104.643106
13.3835182	104.951333
13.40729	105.105446
13.4310618	105.413673
13.4548336	106.030128
13.4786054	106.492468
13.5023772	106.800695
13.526149	107.108922
13.5499208	107.41715
13.5736926	107.725377
13.5974643	108.495944
13.6212361	108.958285
13.6450079	109.266512
13.6687797	109.420626
13.6925515	109.574739
13.7163233	109.728853
13.7400951	109.882966
13.7638669	110.03708
13.7876387	110.499421
13.8114105	110.807648
13.8351822	111.115875
13.858954	111.269988
13.8827258	111.578216
13.9064976	111.886443
13.9302694	112.040556
13.9540412	112.502897
13.977813	112.811124
14.0015848	112.965238
14.0253566	113.119351
14.0491284	113.273465
14.0729002	113.427578
14.0966719	113.581692
14.1204437	113.735805
14.1442155	113.735805
14.1679873	113.889919
14.1917591	114.198146
14.2155309	114.35226
14.2393027	114.506373
14.2630745	114.660487
14.2868463	114.660487
14.3106181	114.8146
14.3343899	114.968714
14.3581616	114.968714
14.3819334	115.122827
14.4057052	115.122827
14.429477	115.122827
14.4532488	115.122827
14.4770206	115.122827
14.5007924	114.968714
14.5245642	114.968714
14.548336	114.968714
14.5721078	114.8146
14.5958796	114.8146
14.6196513	114.660487
14.6434231	114.660487
14.6671949	114.506373
14.6909667	114.35226
14.7147385	114.198146
14.7385103	114.044033
14.7622821	113.735805
14.7860539	112.965238
14.8098257	112.19467
14.8335975	111.578216
14.8573693	111.115875
14.881141	110.807648
14.9049128	110.499421
14.9286846	110.03708
14.9524564	109.728853
14.9762282	109.112399
15	107.87949
15.0237718	107.725377
15.0475436	107.41715
15.0713154	107.263036
15.0950872	107.108922
15.118859	106.800695
15.1426307	106.492468
15.1664025	106.184241
15.1901743	105.7219
15.2139461	105.105446
15.2377179	104.797219
15.2614897	104.643106
15.2852615	104.334878
15.3090333	104.026651
15.3328051	103.718424
15.3565769	103.256084
15.3803487	102.947856
15.4041204	102.639629
15.4278922	102.485516
15.451664	102.331402
15.4754358	102.331402
15.4992076	102.177289
15.5229794	102.023175
15.5467512	102.023175
15.570523	101.869061
15.5942948	101.869061
15.6180666	101.714948
15.6418384	101.714948
15.6656101	102.023175
15.6893819	102.177289
15.7131537	102.331402
15.7369255	102.639629
15.7606973	103.256084
15.7844691	103.872538
15.8082409	104.180765
15.8320127	104.488992
15.8557845	104.797219
15.8795563	105.105446
15.903328	105.25956
15.9270998	105.567787
15.9508716	105.7219
15.9746434	106.184241
15.9984152	107.41715
16.022187	108.341831
16.0459588	108.958285
16.0697306	109.266512
16.0935024	109.574739
16.1172742	111.886443
16.141046	112.502897
16.1648177	112.811124
16.1885895	112.965238
16.2123613	113.427578
16.2361331	113.735805
16.2599049	114.044033
16.2836767	114.506373
16.3074485	115.276941
16.3312203	116.047509
16.3549921	116.355736
16.3787639	118.205099
16.4025357	118.821553
16.4263074	119.12978
16.4500792	119.746234
16.473851	121.903824
16.4976228	122.520278
16.5213946	122.982619
16.5451664	123.290846
16.5689382	123.599073
16.59271	123.9073
16.6164818	124.215527
16.6402536	124.523754
16.6640254	124.986095
16.6877971	125.448436
16.7115689	125.910776
16.7353407	126.681344
16.7591125	127.143685
16.7828843	127.451912
16.8066561	127.760139
16.8304279	128.068366
16.8541997	128.376593
16.8779715	128.530707
16.9017433	128.838934
16.9255151	128.993048
16.9492868	129.301275
16.9730586	129.455388
16.9968304	129.609502
17.0206022	129.763615
17.044374	129.917729
17.0681458	130.225956
17.0919176	130.38007
17.1156894	130.688297
17.1394612	131.150637
17.163233	131.458865
17.1870048	131.612978
17.2107765	131.767092
17.2345483	131.921205
17.2583201	132.075319
17.2820919	132.229432
17.3058637	132.383546
17.3296355	132.537659
17.3534073	132.691773
17.3771791	132.691773
17.4009509	132.845887
17.4247227	132.845887
17.4484945	132.845887
17.4722662	133
17.496038	133
17.5198098	133
17.5435816	133
17.5673534	133
17.5911252	133
17.614897	133
17.6386688	132.845887
17.6624406	132.845887
17.6862124	132.537659
17.7099842	131.921205
17.7337559	131.304751
17.7575277	130.84241
17.7812995	130.38007
17.8050713	129.763615
17.8288431	123.290846
17.8526149	117.896871
17.8763867	116.818077
17.9001585	112.965238
17.9239303	112.040556
17.9477021	111.424102
17.9714738	110.653534
17.9952456	107.725377
18.0190174	107.263036
18.0427892	105.413673
18.066561	104.797219
18.0903328	103.10197
18.1141046	102.793743
18.1378764	102.485516
18.1616482	95.5504056
18.18542	95.088065
18.2091918	93.3928158
18.2329635	92.7763616
18.2567353	90.9269989
18.2805071	90.6187718
18.3042789	90.1564311
18.3280507	89.6940904
18.3518225	89.3858633
18.3755943	89.2317498
18.3993661	89.0776362
18.4231379	89.0776362
18.4469097	88.9235227
18.4706815	88.9235227
18.4944532	88.7694091
18.518225	88.7694091
18.5419968	88.7694091
18.5657686	88.7694091
18.5895404	88.7694091
18.6133122	88.7694091
18.637084	88.7694091
18.6608558	88.7694091
18.6846276	88.7694091
18.7083994	88.9235227
18.7321712	88.9235227
18.7559429	89.0776362
18.7797147	89.2317498
18.8034865	89.2317498
18.8272583	89.3858633
18.8510301	89.5399769
18.8748019	89.5399769
18.8985737	89.6940904
18.9223455	89.848204
18.9461173	89.848204
18.9698891	90.0023176
18.9936609	90.1564311
19.0174326	90.3105447
19.0412044	90.4646582
19.0649762	90.6187718
19.088748	90.7728853
19.1125198	90.9269989
19.1362916	91.0811125
19.1600634	91.235226
19.1838352	91.3893396
19.207607	91.5434531
19.2313788	91.8516802
19.2551506	92.0057938
19.2789223	92.3140209
19.3026941	92.622248
19.3264659	92.9304752
19.3502377	93.2387023
19.3740095	93.5469294
19.3977813	93.7010429
19.4215531	93.8551565
19.4453249	94.1633836
19.4690967	94.3174972
19.4928685	94.4716107
19.5166403	94.6257243
19.540412	94.7798378
19.5641838	94.9339514
19.5879556	95.2421785
19.6117274	95.3962921
19.6354992	95.7045192
19.659271	96.1668599
19.6830428	96.475087
19.7068146	96.7833141
19.7305864	97.2456548
19.7543582	97.5538819
19.77813	97.862109
19.8019017	98.0162225
19.8256735	98.3244497
19.8494453	98.4785632
19.8732171	98.6326768
19.8969889	98.7867903
19.9207607	98.9409039
19.9445325	99.0950175
19.9683043	99.249131
19.9920761	99.4032446
20.0158479	99.4032446
20.0396196	99.5573581
20.0633914	99.7114717
20.0871632	99.7114717
20.110935	99.8655852
20.1347068	100.019699
20.1584786	100.173812
20.1822504	100.327926
20.2060222	100.482039
20.229794	100.636153
20.2535658	100.790267
20.2773376	100.94438
20.3011093	100.94438
20.3248811	101.098494
20.3486529	101.252607
20.3724247	101.252607
20.3961965	101.406721
20.4199683	101.406721
20.4437401	101.560834
20.4675119	101.714948
20.4912837	101.714948
20.5150555	101.869061
20.5388273	101.869061
20.562599	101.869061
20.5863708	102.023175
20.6101426	102.023175
20.6339144	102.023175
20.6576862	102.023175
20.681458	102.023175
20.7052298	102.023175
20.7290016	102.023175
20.7527734	102.023175
20.7765452	102.023175
20.800317	102.023175
20.8240887	102.023175
20.8478605	101.869061
20.8716323	101.869061
20.8954041	101.714948
20.9191759	101.560834
20.9429477	101.560834
20.9667195	101.406721
20.9904913	101.252607
21.0142631	101.098494
21.0380349	101.098494
21.0618067	100.790267
21.0855784	100.636153
21.1093502	100.482039
21.133122	100.019699
21.1568938	99.4032446
21.1806656	98.7867903
21.2044374	98.1703361
21.2282092	97.7079954
21.251981	97.2456548
21.2757528	96.6292005
21.2995246	95.088065
21.3232964	94.4716107
21.3470681	89.6940904
21.3708399	88.9235227
21.3946117	87.2282735
21.4183835	86.9200464
21.4421553	86.4577057
21.4659271	85.9953651
21.4896989	85.687138
21.5134707	85.5330244
21.5372425	85.2247973
21.5610143	85.0706837
21.5847861	84.7624566
21.6085578	84.3001159
21.6323296	83.6836617
21.6561014	83.3754346
21.6798732	82.6048668
21.703645	66.2688297
21.7274168	65.6523755
21.7511886	59.1796061
21.7749604	57.9466976
21.7987322	57.0220163
21.822504	56.2514485
21.8462758	55.7891078
21.8700475	55.3267671
21.8938193	54.8644265
21.9175911	52.244496
21.9413629	51.7821553
21.9651347	50.0869062
21.9889065	49.6245655
22.0126783	48.391657
22.0364501	48.0834299
22.0602219	47.9293164
22.0839937	47.6210893
22.1077654	47.1587486
22.1315372	46.3881808
22.155309	45.9258401
22.1790808	45.617613
22.2028526	45.4634995
22.2266244	45.3093859
22.2503962	45.0011588
22.274168	44.8470452
22.2979398	44.6929317
22.3217116	44.3847045
22.3454834	44.230591
22.3692551	43.9223639
22.3930269	43.6141368
22.4167987	43.3059096
22.4405705	42.6894554
22.4643423	42.0730012
22.4881141	41.9188876
22.5118859	41.6106605
22.5356577	41.456547
22.5594295	41.3024334
22.5832013	41.1483198
22.6069731	40.9942063
22.6307448	40.6859792
22.6545166	40.5318656
22.6782884	40.0695249
22.7020602	39.6071843
22.725832	39.4530707
22.7496038	39.2989572
22.7733756	39.1448436
22.7971474	38.99073
22.8209192	38.8366165
22.844691	38.6825029
22.8684628	38.5283894
22.8922345	38.3742758
22.9160063	38.2201623
22.9397781	38.0660487
22.9635499	37.9119351
22.9873217	37.7578216
23.0110935	37.603708
23.0348653	37.4495945
23.0586371	37.2954809
23.0824089	37.1413673
23.1061807	36.9872538
23.1299525	36.9872538
23.1537242	36.9872538
23.177496	36.9872538
23.2012678	36.8331402
23.2250396	36.8331402
23.2488114	36.6790267
23.2725832	36.6790267
23.296355	36.5249131
23.3201268	36.3707996
23.3438986	36.216686
23.3676704	36.0625724
23.3914422	36.0625724
23.4152139	35.7543453
23.4389857	35.6002318
23.4627575	35.4461182
23.4865293	35.2920047
23.5103011	35.1378911
23.5340729	34.829664
23.5578447	34.6755504
23.5816165	34.2132098
23.6053883	33.7508691
23.6291601	33.5967555
23.6529319	33.442642
23.6767036	33.2885284
23.7004754	33.1344149
23.7242472	32.9803013
23.748019	32.8261877
23.7717908	32.6720742
23.7955626	32.3638471
23.8193344	32.05562
23.8431062	31.5932793
23.866878	31.1309386
23.8906498	30.9768251
23.9144216	30.6685979
23.9381933	30.5144844
23.9619651	30.3603708
23.9857369	30.2062573
24.0095087	30.0521437
24.0332805	29.8980301
24.0570523	29.7439166
24.0808241	29.589803
24.1045959	29.4356895
24.1283677	29.2815759
24.1521395	29.1274624
24.1759113	28.9733488
24.199683	28.8192352
24.2234548	28.6651217
24.2472266	28.5110081
24.2709984	28.3568946
24.2947702	28.202781
24.318542	28.0486675
24.3423138	27.8945539
24.3660856	27.7404403
24.3898574	27.5863268
24.4136292	27.4322132
24.4374009	27.2780997
24.4611727	26.9698726
24.4849445	26.5075319
24.5087163	26.0451912
24.5324881	25.8910777
24.5562599	25.7369641
24.5800317	25.7369641
24.6038035	25.5828505
24.6275753	25.5828505
24.6513471	25.428737
24.6751189	25.428737
24.6988906	25.2746234
24.7226624	25.1205099
24.7464342	24.9663963
24.770206	24.9663963
24.7939778	24.6581692
24.8177496	24.5040556
24.8415214	24.1958285
24.8652932	23.7334878
24.889065	23.2711472
24.9128368	23.1170336
24.9366086	23.1170336
24.9603803	22.9629201
24.9841521	22.9629201
25.0079239	22.8088065
25.0316957	22.6546929
25.0554675	22.5005794
25.0792393	22.3464658
25.1030111	22.1923523
25.1267829	22.0382387
25.1505547	21.8841252
25.1743265	21.8841252
25.1980983	21.8841252
25.22187	21.7300116
25.2456418	21.7300116
25.2694136	21.7300116
25.2931854	21.575898
25.3169572	21.4217845
25.340729	21.4217845
25.3645008	21.2676709
25.3882726	21.1135574
25.4120444	20.9594438
25.4358162	20.9594438
25.459588	20.8053303
25.4833597	20.8053303
25.5071315	20.6512167
25.5309033	20.6512167
25.5546751	20.6512167
25.5784469	20.4971031
25.6022187	20.4971031
25.6259905	20.4971031
25.6497623	20.3429896
25.6735341	20.3429896
25.6973059	20.3429896
25.7210777	20.188876
25.7448494	20.0347625
25.7686212	20.0347625
25.792393	19.8806489
25.8161648	19.7265354
25.8399366	19.5724218
25.8637084	19.5724218
25.8874802	19.4183082
25.911252	19.2641947
25.9350238	19.1100811
25.9587956	19.1100811
25.9825674	18.9559676
26.0063391	18.801854
26.0301109	18.801854
26.0538827	18.801854
26.0776545	18.801854
26.1014263	18.6477405
26.1251981	18.6477405
26.1489699	18.4936269
26.1727417	18.3395133
26.1965135	18.3395133
26.2202853	18.1853998
26.2440571	18.0312862
26.2678288	18.0312862
26.2916006	17.8771727
26.3153724	17.7230591
26.3391442	17.7230591
26.362916	17.5689456
26.3866878	17.414832
26.4104596	17.414832
26.4342314	17.2607184
26.4580032	17.2607184
26.481775	17.1066049
26.5055467	16.9524913
26.5293185	16.9524913
26.5530903	16.7983778
26.5768621	16.6442642
26.6006339	16.6442642
26.6244057	16.4901506
26.6481775	16.3360371
26.6719493	16.1819235
26.6957211	15.8736964
26.7194929	15.7195829
26.7432647	15.4113557
26.7670364	15.2572422
26.7908082	15.2572422
26.81458	15.1031286
26.8383518	15.1031286
26.8621236	14.9490151
26.8858954	14.7949015
26.9096672	14.640788
26.933439	14.4866744
26.9572108	14.3325608
26.9809826	14.1784473
27.0047544	14.0243337
27.0285261	13.7161066
27.0522979	13.5619931
27.0760697	13.2537659
27.0998415	13.0996524
27.1236133	13.0996524
27.1473851	12.9455388
27.1711569	12.7914253
27.1949287	12.7914253
27.2187005	12.6373117
27.2424723	12.6373117
27.2662441	12.4831982
27.2900158	12.4831982
27.3137876	12.3290846
27.3375594	12.174971
27.3613312	11.8667439
27.385103	11.7126304
27.4088748	11.4044033
27.4326466	11.2502897
27.4564184	11.0961761
27.4801902	11.0961761
27.503962	10.9420626
27.5277338	10.787949
27.5515055	10.787949
27.5752773	10.6338355
27.5990491	10.4797219
27.6228209	10.3256084
27.6465927	10.1714948
27.6703645	10.0173812
27.6941363	9.86326768
27.7179081	9.70915412
27.7416799	9.55504056
27.7654517	9.40092701
27.7892235	9.24681345
27.8129952	8.93858633
27.836767	8.78447278
27.8605388	8.78447278
27.8843106	8.63035922
27.9080824	8.47624566
27.9318542	8.3221321
27.955626	8.16801855
27.9793978	8.16801855
28.0031696	8.16801855
28.0269414	8.16801855
28.0507132	8.01390499
28.0744849	8.01390499
28.0982567	8.01390499
28.1220285	8.01390499
28.1458003	8.01390499
28.1695721	7.85979143
28.1933439	7.85979143
28.2171157	7.85979143
28.2408875	7.70567787
28.2646593	7.70567787
28.2884311	7.55156432
28.3122029	7.39745076
28.3359746	7.2433372
28.3597464	7.08922364
28.3835182	7.08922364
28.40729	6.93511009
28.4310618	6.78099653
28.4548336	6.78099653
28.4786054	6.62688297
28.5023772	6.62688297
28.526149	6.47276941
28.5499208	6.47276941
